2.0,8.0,0.5714285714285714,0.8301886792452828
9.0,2.0,0.7000000000000001,0.4861878453038672
1.0,1.0,1.0,1.0000000000000002
6.0,7.0,4.0,1.45
1.0,4.0,0.1111111111111111,0.15853658536585366
3.0,3.0,0.625,0.671232876712329
10.0,9.0,9.0,0.9801980198019798
1.0,5.0,2.333333333333333,2.6
4.0,9.0,0.0,2.25
2.0,2.0,2.6666666666666665,2.1538461538461533
9.0,1.0,2.6666666666666665,0.3666666666666668
8.0,4.0,0.75,0.6249999999999998
4.0,6.0,1.6666666666666665,1.6153846153846148
8.0,5.0,0.0,0.625
1.0,1.0,0.2,0.20792079207920797
2.0,7.0,3.333333333333333,3.384615384615384
4.0,4.0,1.75,1.3749999999999993
2.0,6.0,1.125,1.235294117647059
0.0,10.0,3.0,3.0
3.0,7.0,0.7777777777777777,0.9333333333333331
7.0,0.0,0.3333333333333333,0.20769230769230776
5.0,10.0,0.0,2.0
1.0,6.0,0.5,0.5846153846153848
6.0,2.0,0.30000000000000004,0.3088235294117647
3.0,1.0,5.0,0.8
7.0,6.0,4.0,1.0943396226415092
5.0,9.0,7.0,1.9999999999999991
10.0,7.0,0.75,0.7068965517241379
0.0,8.0,4.0,4.0
10.0,6.0,0.2,0.5199999999999999
2.0,0.0,1.1428571428571428,1.0566037735849054
10.0,3.0,0.2,0.27999999999999997
1.0,2.0,0.0,0.2
9.0,0.0,1.6666666666666665,0.5128205128205129
4.0,1.0,3.0,1.2400000000000002
3.0,8.0,9.0,3.3
3.0,3.0,8.0,1.6999999999999997
9.0,9.0,0.30000000000000004,0.6132596685082872
2.0,9.0,1.75,2.3
3.0,9.0,0.0,3.0
4.0,6.0,0.0,0.36923076923076925
6.0,5.0,0.8571428571428571,0.8470588235294118
5.0,3.0,0.1111111111111111,0.2264150943396226
3.0,2.0,0.4,0.42201834862385323
2.0,8.0,0.2,0.34615384615384615
5.0,5.0,0.4444444444444444,0.5754716981132076
9.0,8.0,0.42857142857142855,0.7153846153846155
10.0,4.0,2.0,0.4158415841584158
3.0,8.0,1.0,1.3333333333333333
10.0,2.0,0.30000000000000004,0.24999999999999994
4.0,10.0,3.5,2.6999999999999997
10.0,7.0,0.5,0.6724137931034482
9.0,2.0,7.0,0.3048780487804878
0.0,10.0,1.25,1.25
0.0,2.0,2.5,2.5
0.0,7.0,1.75,1.75
10.0,4.0,1.5,0.5517241379310345
9.0,6.0,0.125,0.42758620689655175
10.0,1.0,0.6000000000000001,0.19999999999999998
4.0,1.0,0.625,0.5499999999999999
3.0,9.0,0.6000000000000001,0.7981651376146789
3.0,4.0,1.75,1.6000000000000005
7.0,7.0,1.5,1.2117647058823529
8.0,10.0,1.6,1.3483146067415732
10.0,4.0,0.0,0.4
9.0,1.0,0.5,0.17525773195876293
0.0,3.0,1.6666666666666665,1.6666666666666665
3.0,8.0,0.2222222222222222,0.46666666666666656
5.0,10.0,0.5,1.4146341463414633
2.0,9.0,0.0,4.5
8.0,10.0,0.0,1.25
8.0,1.0,1.0,0.37078651685393255
6.0,3.0,0.0,0.5
2.0,9.0,0.5,0.6538461538461539
0.0,2.0,0.875,0.875
3.0,4.0,1.1666666666666665,1.2
9.0,3.0,4.0,0.37804878048780477
10.0,5.0,0.8,0.56
1.0,7.0,0.0,7.0
9.0,1.0,0.5,0.3259668508287291
7.0,4.0,0.8571428571428571,0.7142857142857143
3.0,10.0,0.0,3.333333333333333
6.0,3.0,8.0,0.7027027027027027
3.0,9.0,0.5,2.23076923076923
9.0,10.0,1.0,1.0849056603773586
5.0,8.0,0.16666666666666666,0.7540983606557378
5.0,5.0,0.6666666666666666,0.8032786885245902
7.0,7.0,0.0,0.6621621621621622
7.0,5.0,0.5,0.5704697986577182
0.0,0.0,1.125,1.125
2.0,3.0,2.0,1.7499999999999996
9.0,2.0,0.3333333333333333,0.2777777777777778
7.0,6.0,0.75,0.8307692307692308
0.0,10.0,2.6666666666666665,2.6666666666666665
0.0,9.0,0.30000000000000004,0.30000000000000004
3.0,9.0,0.0,0.29999999999999993
9.0,7.0,5.0,0.8292682926829266
1.0,4.0,1.0,2.4999999999999996
8.0,3.0,0.0,0.375
10.0,0.0,1.25,0.4878048780487805
2.0,2.0,0.7142857142857142,0.7358490566037733
0.0,2.0,3.5,3.5
8.0,8.0,1.0,0.9999999999999997
